"","X","Site_Name","Site_ID","Section","Month","Type","Date","Interaction_recorded..Y.N.","SpecimenCaught","UniqueID","EntryOrder","Day","Month.1","Year","Week","SampleDate","Surveyor","HabitatType","Survey","Site","HabitatType.Survey.Site","ITMx","ITMy","WGS84.ETRS89","WGS84.ETRS89.1","PlantSpecies","FlowerVisitorSpecies","Pollinator_caught","VisitorGroup","Genus","Sex","VisitationFrequency","FlowerAbundancePerPlantSpecies","MaxFlowerSize.mm.","FloralArea","Introduced.","Visitation.Rate","FlowerAbundanceTotal","TransectTime.mins.","AreaSampledm2","Rate","Groups.of.flower.visitors.registered..All.species..Only.bees..Bees.and.hoverflies..Bees.and.flies..etc.","InsectActivityRecorded..Feeding.or.Both.Feeding.and.F.lying","Site_Section","Site_Section_Month","gradient","gradienttype","groupfactor"
"617",617,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180314,720,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,720,30,21600,"",4.63e-05,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"618",618,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180315,721,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Rubus.fruticosus","Apis.mellifera","Y","Honey.Bee","Apis","F",5,720,30,21600,"",0.000231481,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"619",619,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180316,725,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",5,720,30,21600,"",0.000231481,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"620",620,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","N",NA,728,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Cirsium.vulgare","Coleoptera","NC","Coleoptera",NA,"F",1,7,30,210,"",0.004761905,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium",NA
"621",621,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180319,729,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Hebe.agg","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",3,650,30,19500,"",0.000153846,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"622",622,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","N",NA,730,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Hebe.agg","Apis.mellifera","O","Honey.Bee","Apis","F",1,650,30,19500,"",5.13e-05,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"623",623,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180320,731,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Hebe.agg","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,650,30,19500,"",5.13e-05,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"624",624,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180321,733,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",4,720,30,21600,"",0.000185185,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"625",625,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180322,734,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Hebe.agg","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",1,650,30,19500,"",5.13e-05,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium",NA
"626",626,"Goatstown",4,"Other.Roads","July","Urban","12.7.18","Y","Y",20180323,735,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",1,720,30,21600,"",4.63e-05,NA,36,160,4.444444444,"","","GoatstownOther.Roads","GoatstownOther.RoadsJuly","Medium","Urban Medium","bees"
"627",627,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180325,737,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Lavandula.angustifolia","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",3,440,50,22000,"",0.000136364,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"628",628,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180326,738,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Lavandula.angustifolia","Bombus.pratorum","Y","Bumble.Bee","Bombus","M",1,440,50,22000,"",4.55e-05,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"629",629,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","N",NA,739,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Dianthus.caryophyllus","Apis.mellifera","O","Honey.Bee","Apis","F",1,3,50,150,"",0.006666667,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"630",630,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180328,741,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Lavandula.angustifolia","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,440,50,22000,"",4.55e-05,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"631",631,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","N",NA,743,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Hebe.agg","Bombus.lapidarius","O","Bumble.Bee","Bombus","F",1,310,30,9300,"",0.000107527,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"632",632,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180329,745,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Lavandula.angustifolia","Apis.mellifera","Y","Honey.Bee","Apis","F",4,440,50,22000,"",0.000181818,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"633",633,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180332,748,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Hebe.agg","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",6,310,30,9300,"",0.000645161,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"634",634,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180334,750,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Leucanthemum.xsuperbum","Apis.mellifera","Y","Honey.Bee","Apis","F",1,37,100,3700,"",0.00027027,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"635",635,"Goatstown",4,"Dis.Medium(S)","July","Urban","12.7.18","Y","Y",20180335,751,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Hypericum.androsaemum","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,140,40,5600,"",0.000178571,NA,5,120,24,"","","GoatstownDis.Medium(S)","GoatstownDis.Medium(S)July","Medium","Urban Medium","bees"
"636",636,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180336,752,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Ligustrum.vulgare","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",1,170,50,8500,"",0.000117647,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"637",637,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180337,753,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Ligustrum.vulgare","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,170,50,8500,"",0.000117647,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"638",638,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180338,754,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Ligustrum.vulgare","Syrphus.ribesii","Y","Syrphid","Syrphus","F",1,170,50,8500,"",0.000117647,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium",NA
"639",639,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180339,755,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,170,30,5100,"",0.000196078,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"640",640,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180340,756,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Senecio.jacobaea","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,170,20,3400,"",0.000294118,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"641",641,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180341,757,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Rubus.fruticosus","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",3,170,30,5100,"",0.000588235,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"642",642,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180342,758,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Rubus.fruticosus","Apis.mellifera","Y","Honey.Bee","Apis","F",1,170,30,5100,"",0.000196078,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"643",643,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","Y",20180344,760,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Calysteiga.sepium","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,37,50,1850,"",0.000540541,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"644",644,"Goatstown",4,"Dis.Dense","July","Urban","12.7.18","Y","N",NA,762,12,7,18,11,"12.7.18","Cian White","BC4",3,"GT","BC4GT",718194,728649,NA,NA,"Lavandula.angustifolia","Bombus.pascorum","O","Bumble.Bee","Bombus","F",3,130,50,6500,"",0.000461538,NA,32,500,15.625,"","","GoatstownDis.Dense","GoatstownDis.DenseJuly","Medium","Urban Medium","bees"
"645",645,"Goatstown",4,"Dis.Medium(L)","July","Urban","12.7.18","Y","Y",20180345,763,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Fuchsia.magellanica","Platycheirus.albimanus","Y","Syrphid","Platycheirus","F",1,95,50,4750,"",0.000210526,NA,31,500,16.12903226,"","","GoatstownDis.Medium(L)","GoatstownDis.Medium(L)July","Medium","Urban Medium",NA
"646",646,"Goatstown",4,"Dis.Medium(L)","July","Urban","12.7.18","Y","Y",20180346,764,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Fuchsia.magellanica","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",1,95,50,4750,"",0.000210526,NA,31,500,16.12903226,"","","GoatstownDis.Medium(L)","GoatstownDis.Medium(L)July","Medium","Urban Medium",NA
"647",647,"Goatstown",4,"Dis.Medium(L)","July","Urban","12.7.18","Y","N",NA,765,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Hebe.agg","Platycheirus.albimanus","M","Syrphid","Platycheirus","F",1,70,30,2100,"",0.00047619,NA,31,500,16.12903226,"","","GoatstownDis.Medium(L)","GoatstownDis.Medium(L)July","Medium","Urban Medium",NA
"648",648,"Goatstown",4,"Dis.Medium(L)","July","Urban","12.7.18","Y","N",NA,766,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Malva.arborea","Apis.mellifera","O","Honey.Bee","Apis","F",2,210,40,8400,"",0.000238095,NA,31,500,16.12903226,"","","GoatstownDis.Medium(L)","GoatstownDis.Medium(L)July","Medium","Urban Medium","bees"
"649",649,"Goatstown",4,"Dis.Medium(L)","July","Urban","12.7.18","Y","N",NA,767,12,7,18,11,"12.7.18","Cian White","WS3",3,"GT","WS3GT",718194,728649,NA,NA,"Malva.arborea","Bombus.pascorum","O","Bumble.Bee","Bombus","F",2,210,40,8400,"",0.000238095,NA,31,500,16.12903226,"","","GoatstownDis.Medium(L)","GoatstownDis.Medium(L)July","Medium","Urban Medium","bees"
"650",650,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180347,768,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Ligustrum.vulgare","Apis.mellifera","Y","Honey.Bee","Apis","F",4,170,50,8500,"",0.000470588,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"651",651,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180349,771,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Ligustrum.vulgare","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",1,170,50,8500,"",0.000117647,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium",NA
"652",652,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180350,772,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Spiraea.japonica","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",2,130,70,9100,"",0.00021978,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"653",653,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","N",NA,773,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Cistus.agg","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,110,55,6050,"",0.000165289,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"654",654,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180352,775,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Lavandula.angustifolia","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,130,50,6500,"",0.000153846,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"655",655,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180353,776,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Helichrysum.italicum","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",3,30,30,900,"",0.003333333,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium",NA
"656",656,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","Y",20180354,778,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Helichrysum.italicum","Apis.mellifera","Y","Honey.Bee","Apis","F",2,30,30,900,"",0.002222222,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"657",657,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","N",NA,780,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Hydrangea.cult","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,210,NA,NA,"",NA,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"658",658,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","N",NA,781,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Escallonia.macrantha","Apis.mellifera","O","Honey.Bee","Apis","F",1,95,20,1900,"",0.000526316,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"659",659,"Goatstown",4,"Industrial","July","Urban","12.7.18","Y","N",NA,782,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Escallonia.macrantha","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,95,20,1900,"",0.000526316,NA,23,380,16.52173913,"","","GoatstownIndustrial","GoatstownIndustrialJuly","Medium","Urban Medium","bees"
"660",660,"Goatstown",4,"Green.Urban","July","Urban","12.7.18","Y","Y",20180355,783,12,7,18,11,"12.7.18","Cian White","WD5",3,"GT","WD5GT",718194,728649,NA,NA,"Bellis.perennis","Sphaerophoria(agg)","Y","Syrphid","Sphaerophoria","F",1,40,25,1000,"",0.001,NA,3,120,40,"","","GoatstownGreen.Urban","GoatstownGreen.UrbanJuly","Medium","Urban Medium",NA
"661",661,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180356,784,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Apis.mellifera","Y","Honey.Bee","Apis","F",8,1800,50,90000,"",8.89e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"662",662,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180357,785,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Bombus.terrestris","Y","Bumble.Bee","Bombus","M",1,1800,50,90000,"",1.11e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"663",663,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180360,788,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Bombus.lapidarius","Y","Bumble.Bee","Bombus","M",1,1800,50,90000,"",1.11e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"664",664,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180361,789,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",11,1800,50,90000,"",0.000122222,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"665",665,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,792,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Bombus.muscorum","O","Bumble.Bee","Bombus","F",1,1800,50,90000,"",1.11e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"666",666,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,793,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Ligustrum.vulgare","Apis.mellifera","O","Honey.Bee","Apis","F",1,21,50,1050,"",0.000952381,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"667",667,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180362,794,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Senecio.jacobaea","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,1550,20,31000,"",3.23e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"668",668,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,795,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Green.Veined.White","O","Lepidoptera",NA,"F",1,1800,50,90000,"",1.11e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High",NA
"669",669,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","Y",20180364,797,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Lavandula.angustifolia","Bombus.pascorum","Y","Bumble.Bee","Bombus","1M",2,1800,50,90000,"",2.22e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"670",670,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,800,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Fuchsia.magellanica","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",5,400,50,20000,"",0.00025,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"671",671,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,801,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Fuchsia.magellanica","Bombus.muscorum","O","Bumble.Bee","Bombus","F",1,400,50,20000,"",5e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"672",672,"Dolphins.Barn",1,"Dis.Dense(Hospital)","July","Urban","13.7.18","Y","N",NA,802,13,7,18,11,"13.7.18","Cian White","WS3",3,"DB","WS3DB",714384,732638,NA,NA,"Fuchsia.magellanica","Apis.mellifera","O","Honey.Bee","Apis","F",1,400,50,20000,"",5e-05,NA,45,500,11.11111111,"","","Dolphins.BarnDis.Dense(Hospital)","Dolphins.BarnDis.Dense(Hospital)July","High","Urban High","bees"
"673",673,"Dolphins.Barn",1,"Other.Roads","July","Urban","13.7.18","Y","Y",20180367,803,13,7,18,11,"13.7.18","Cian White","BC4",3,"DB","BC4DB",714384,732638,NA,NA,"Salvia.microphylla","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,200,25,5000,"",2e-04,NA,10,320,32,"","","Dolphins.BarnOther.Roads","Dolphins.BarnOther.RoadsJuly","High","Urban High","bees"
"674",674,"Dolphins.Barn",1,"Other.Roads","July","Urban","13.7.18","Y","N",NA,804,13,7,18,11,"13.7.18","Cian White","BC4",3,"DB","BC4DB",714384,732638,NA,NA,"Nepeta.agg","Bombus.pascorum","O","Bumble.Bee","Bombus","F",1,60,15,900,"",0.001111111,NA,10,320,32,"","","Dolphins.BarnOther.Roads","Dolphins.BarnOther.RoadsJuly","High","Urban High","bees"
"675",675,"Dolphins.Barn",1,"Industrial","July","Urban","13.7.18","Y","Y",20180368,805,13,7,18,11,"13.7.18","Cian White","BC4",3,"DB","BC4DB",714384,732638,NA,NA,"Hebe.agg","Bombus.lapidarius","Y","Bumble.Bee","Bombus","F",1,1700,30,51000,"",1.96e-05,NA,18,500,27.77777778,"","","Dolphins.BarnIndustrial","Dolphins.BarnIndustrialJuly","High","Urban High","bees"
"676",676,"Dolphins.Barn",1,"Industrial","July","Urban","13.7.18","Y","Y",20180369,806,13,7,18,11,"13.7.18","Cian White","BC4",3,"DB","BC4DB",714384,732638,NA,NA,"Hebe.agg","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",3,1700,30,51000,"",5.88e-05,NA,18,500,27.77777778,"","","Dolphins.BarnIndustrial","Dolphins.BarnIndustrialJuly","High","Urban High","bees"
"677",677,"Dolphins.Barn",1,"Continuous.Urban.Fabric","July","Urban","13.7.18","N",NA,NA,809,13,7,18,11,"13.7.18","Cian White","BC4",3,"DB","BC4DB",714384,732638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,360,24,"","","Dolphins.BarnContinuous.Urban.Fabric","Dolphins.BarnContinuous.Urban.FabricJuly","High","Urban High",NA
